organisasjonsnummer,navn,naeringskode,organisasjonsform,kommune,postnummer,poststed,antall_ansatte,overordnet_enhet,er_i_konsern,regnskapsaar,fra_dato,til_dato,regnskapstype,oppstillingsplan,sum_driftsinntekter,sum_driftskostnad,driftsresultat,sum_finansinntekter,sum_finanskostnad,ordinaert_resultat_foer_skatt,aarsresultat,sum_eiendeler,sum_anleggsmidler,sum_omloepsmidler,sum_egenkapital,sum_gjeld,sum_kortsiktig_gjeld,sum_langsiktig_gjeld,pdf_aar_tilgjengelig,hentet_dato
992227079,TRANSACTION EXECUTED DA,47.810,DA,SANDNES,4312,SANDNES,,,False,2018,2018-01-01,2018-12-31,SELSKAP,store,236240.0,289551.0,-53311.0,13.0,2240.0,-55537.0,-55537.0,129611.0,27226.0,102384.0,-7718346.0,7847957.0,326852.0,7521105.0,2011|2012|2013|2014|2015|2016|2017|2018,2026-04-12
